MaCk,EPS,PE,PB,ROA,ROE,TangTruongDoanhThuThuan,TangTruongLoiNhuanGop,TangTruongTongTaiSan
CMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMV,612.0,13.89,0.63,1.920.171.465.222.000,39.209.711.400.864.700,8.18,9.98,-5.49
CMW,916.0,13.21,01.08,4.360.740.894.724.530,8.158.459.485.817.710,10.12,20.15,-0.25
CMX,711.0,11.07,0.47,2.497.304.922.600.770,5.722.821.574.010.500,46.13,34.31,13.37
CNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNG,2587.0,11.98,1.72,6.649.850.045.512.690,14.394.354.859.977.000,13.01,7.58,17.85
CNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNT,3068.0,4.47,0.99,15.954.294.288.534.300,19.243.696.040.749.900,-35.93,-23.28,-7.39
COM,1899.0,15.43,0.95,55.090.027.987.557.500,6.175.271.851.465.780,-5.43,5.67,-0.7
CPA,-705.0,-10.22,4.16,-15.543.844.134.364.300,-40.748.356.155.755.100,34.07,110.34,-15.62
CPC,2242.0,08.03,0.86,7.477.070.866.319.710,10.751.190.802.978.800,0.35,-3.05,-8.45
CPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPI,55.0,88.01,-7.48,4.607.283.476.331.240,0.0,20.11,70.26,-0.48
CPW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CQN,1588.0,19.64,2.39,10.482.953.044.143.300,12.175.964.841.761.600,2.18,22.17,7.3
CQT,159.0,54.16,0.83,7.745.266.353.631.310,15.254.623.915.965.000,-4.11,-40.96,-12.95
CRC,1277.0,5.32,0.5,55.022.548.445.008.300,8.156.416.254.691.520,26.17,46.6,87.19
CRE,91.0,86.13,0.64,5.960.000.883.873.330,756.693.651.548.489,64.8,62.0,1.21
CSC,420.0,64.83,1.19,8.818.670.149.196.370,23.910.537.790.120.900,8.12,-39.2,-4.89
CSCJ,10.0,0.0,0.0,8.562.733.218.429.330,9.616.867.120.786.610,-72.59,93.11,-0.87
CSI,-856.0,-39.15,3.39,-8.563.760.358.761.620,-8.652.102.782.905.260,-8.59,-91.0,-7.55
CSM,736.0,20.98,1.17,19.989.546.960.993.300,5.593.043.782.390.250,-9.99,12.17,-1.72
CST,3261.0,7.48,0.97,52.483.204.381.183.600,12.935.567.185.352.200,19.73,-22.58,10.85
CSV,3082.0,14.88,3.25,13.889.417.009.301.000,16.610.935.073.865.500,16.82,23.39,7.91
CT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTB,3459.0,5.61,0.87,6.671.638.106.077.410,15.550.313.584.023.800,-30.92,-5.79,21.85
CTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTD,3100.0,22.16,0.8,1.353.778.525.251.620,36.035.727.211.324.900,0.0,0.0,0.0
CTF,551.0,39.93,1.88,12.995.122.407.236.500,4.541.994.904.179.720,15.08,13.27,7.16
CTG,4719.0,08.01,1.35,0.0,16.989.666.511.671.100,0.0,0.0,17.36
CTI,1947.0,9.81,0.68,26.266.197.594.746.800,7.881.501.485.708.970,37.36,3.77,1.69
CTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTP,32.0,900.03,2.36,2.525.110.808.726.930,26.254.762.100.340.400,-57.17,-45.9,-20.12
CTR,4709.0,26.44,7.65,7.622.439.268.245.890,2.892.457.892.816.930,11.63,-1.05,2.19
CTS,1554.0,22.85,2.34,2.656.743.385.364.100,10.257.262.204.093.600,05.03,-2.06,2.85
CTT,2805.0,5.35,01.03,17.850.984.306.084.100,19.241.487.976.185.200,0.7,31.92,7.54
CTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTW,3198.0,9.85,1.55,12.870.147.426.331.200,18.323.861.821.488.100,50.83,71.67,12.12
CTX,145.0,52.47,0.58,5.882.736.710.090.310,11.083.086.273.518.400,-52.27,-56.36,-1.73
CVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVN,96.0,19.93,0.14,59.147.917.004.409.000,6.897.325.335.894.850,-9.99,-37.31,-0.37
CVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVS,-602.0,0.0,0.0,-8.088.682.294.221.900,-8.201.130.327.377.590,197.37,-438.4,395.7
CVT,1630.0,15.55,0.96,17.943.879.901.342.000,6.163.529.004.551.450,-6.55,-14.03,0.66
CX8,172.0,49.03,0.8,27.341.235.728.717.700,16.267.975.255.724.700,2.27,4.76,55.81
CXH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D11,533.0,19.02,0.39,10.689.238.498.307.700,20.609.798.181.233.400,204.77,-15.88,3.86
D17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2D,2915.0,10.87,1.28,58.175.295.941.984.600,11.811.642.945.715.000,77.75,241.65,-2.73
DAC,-1942.0,-2.32,-0.78,-1.456.264.412.969.540,0.0,4.82,-28.09,-4.84
DAD,2461.0,8.69,01.02,6.996.815.052.778.410,11.738.400.062.833.100,13.69,-3.01,-1.9
DAE,1650.0,10.4,0.79,6.234.591.997.838.340,7.556.044.204.931.480,17.76,16.06,3.16
DAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAH,111.0,30.76,0.31,8.545.897.874.348.150,10.074.420.325.156.400,56.86,407.98,-2.99
DAN,3436.0,09.02,0.85,45.069.644.825.450.600,9.378.905.374.283.680,-1.98,12.0,23.29
DAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAT,898.0,8.69,0.61,3.870.573.589.520.470,6.537.386.395.315.430,-0.04,-32.53,-8.51
DBC,2808.0,9.88,1.37,54.474.522.847.519.700,11.366.586.303.577.800,22.17,73.41,8.5
DBD,3245.0,17.75,3.25,12.153.571.028.557.500,16.565.841.172.715.800,4.59,4.26,13.84
DBF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBT,874.0,13.97,0.88,13.784.388.327.649.900,479.856.092.557.685,7.0,11.75,16.1
DBW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC2,714.0,10.68,0.7,17.252.349.572.007.300,4.648.029.742.308.670,19.17,-2.4,-18.58
DC4,2224.0,06.03,0.96,5.048.082.565.322.030,15.135.670.899.692.500,89.41,9.48,44.43
DCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCF,1313.0,52.56,4.27,3.782.908.831.764.270,8.125.935.601.189.560,117.01,62.49,43.35
DCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCL,733.0,36.47,1.3,22.335.909.325.522.300,3.602.032.456.395.860,14.24,-2.48,6.44
DCM,2518.0,14.14,1.86,8.571.565.644.328.990,13.258.499.425.061.100,07.04,17.37,2.7
DCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCT,-2946.0,-0.2,-0.03,-10.583.080.964.292.100,0.0,-12.98,-50.28,03.02
DDB,635.0,0.0,0.0,2.359.630.051.098.580,49.519.938.434.278.100,-30.15,-52.32,-38.08
DDG,198.0,15.18,0.29,8.861.608.766.677.420,1.897.964.494.486.150,-45.28,32.34,12.5
DDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDM,1400.0,1.36,-0.03,4.059.961.069.266.630,0.0,25.71,-163.71,-19.99
DDN,478.0,16.33,0.59,69.051.232.451.820.000,3.603.153.810.098.210,47.62,40.81,46.01
DDS,580.0,0.0,0.0,3.225.482.242.877.650,45.031.054.057.187.900,-17.44,-15.72,11.7
DDV,1160.0,16.98,1.62,7.572.025.142.931.040,9.531.558.091.562.710,5.87,39.81,16.22
DFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFF,-5029.0,-0.34,0.46,-12.053.224.826.573.700,-13.493.828.032.241.300,-60.77,-106.19,-15.59
DFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGC,7870.0,14.82,3.23,1.965.591.387.152.980,22.696.271.053.155.300,1.2,1.7,1.83
DGT,37.0,164.27,0.47,2.065.159.967.864.750,3.209.908.962.720.230,25.76,3.18,-3.02
DGW,2441.0,16.47,2.93,52.767.884.622.196.800,14.892.119.702.269.800,17.33,31.8,13.96
DHA,3511.0,12.29,1.49,10.990.974.357.637.300,12.103.431.238.277.500,-21.1,-17.16,0.29
DHB,23.0,391.26,3.96,10.022.889.221.876.900,10.133.843.372.851.000,0.59,1714.29,-7.39
DHC,3007.0,12.54,1.51,7.474.173.773.710.880,12.091.301.655.305.900,10.36,-15.39,11.16
DHD,1749.0,16.06,1.73,627.255.103.025.913,8.926.757.750.225.620,8.17,11.76,11.64
DHG,5958.0,17.44,3.32,13.070.789.089.318.600,19.022.385.987.048.200,-2.6,-8.78,-2.47
DHM,81.0,105.33,0.82,25.994.542.831.178.100,7.171.315.677.299.070,25.4,-14.67,05.05
DHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHP,1376.0,7.88,0.59,6.696.180.442.882.030,7.464.955.697.022.890,3.87,-4.74,-8.38
DHT,875.0,108.99,7.4,3.903.538.305.658.440,7.115.526.755.662.660,4.35,8.11,4.79
DIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DID,88.0,48.96,0.36,3.504.795.655.628.340,74.332.145.253.656.200,4.81,-0.86,16.42
DIG,172.0,109.79,1.43,5.525.544.111.454.730,12.695.852.885.059.400,28.15,36.43,10.15
DIH,2157.0,7.45,0.92,2.180.142.034.802.570,11.300.245.661.459.600,-23.65,-24.7,-19.81
DKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL1,13.0,388.21,0.39,12.732.773.220.534.600,23.865.842.768.635.500,94.81,39.72,7.22
DLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLG,705.0,2.95,0.82,5.753.603.750.814.970,3.300.221.025.071.630,-8.05,34.09,-13.92
DLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLR,2405.0,8.27,-15.21,20.113.587.052.733.700,0.0,-27.66,-26.99,0.77
DLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM7,3549.0,6.2,1.18,10.126.611.465.483.800,1.909.655.854.431.900,39.97,50.7,8.7
DMC,5837.0,11.82,1.49,11.096.521.213.537.000,12.570.310.271.132.800,10.49,12.2,-1.21
DMN,283.0,19.46,0.44,6.114.034.810.164.220,22.804.440.410.780.400,11.88,127.08,-7.14
DMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA,2797.0,8.22,1.53,10.156.763.848.251.400,18.627.023.139.508.200,12.78,21.24,1.98
DNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNC,6027.0,11.17,04.04,20.760.681.366.108.200,3.158.758.408.874.560,16.81,13.53,16.68
DND,-761.0,-22.35,1.33,-34.875.375.528.418.200,-4.304.135.087.867.540,-20.44,-26.59,9.37
DNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNH,2146.0,16.21,2.79,12.173.647.125.509.400,17.275.107.490.186.400,-12.32,-20.34,-6.76
DNL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNN,1642.0,0.12,0.02,6.109.961.917.656.000,1.228.455.831.806.780,8.17,-24.5,-7.18
DNP,345.0,59.62,0.47,1.090.963.878.551.540,3.163.194.851.836.700,17.4,13.8,9.81
DNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNW,2796.0,12.03,1.64,98.215.577.049.396,14.147.032.437.712.700,7.26,9.96,-0.18
DNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DongABank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP1,6364.0,06.04,1.89,1.052.751.738.501.690,3.132.945.238.030.990,-6.14,-6.16,11.31
DP2,-262.0,-19.92,1.28,-11.778.593.137.904.800,-6.422.961.655.670.050,3.61,72.44,-1.78
DP3,5659.0,10.34,2.42,19.936.857.808.449.400,23.352.493.098.101.200,1.89,-1.94,6.51
DPC,-790.0,-10.8,0.77,-25.654.391.449.333.300,-7.132.867.974.166.230,5.2,36.9,-8.18
DPG,3545.0,12.97,1.11,47.321.972.203.985.100,11.610.691.358.153.600,3.68,-6.81,-4.21
DPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,1518.0,23.06,1.22,3.692.578.873.408.840,5.432.701.843.301.240,-0.54,14.91,24.21
DPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPR,3217.0,12.06,01.03,767.905.892.394.809,10.576.260.909.339.600,17.62,41.44,5.29
DPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DQC,-3732.0,-3.38,0.44,-7.618.525.971.323.540,-1.278.353.691.339.240,-4.63,-31.85,-7.61
DRC,1950.0,14.61,1.77,5.521.292.204.507.100,12.095.347.068.214.600,3.96,12.46,23.99
DRG,528.0,14.79,0.64,4.706.931.733.568.250,661.036.299.209.255,22.98,64.36,6.31
DRH,-1594.0,-1.19,0.18,-5.063.593.052.263.100,-1.502.999.588.425.010,-69.77,-254.79,-1.61
DRI,1495.0,8.46,1.56,151.352.149.018.715,18.681.684.260.772.900,06.07,19.02,13.53
DRL,4700.0,12.15,4.79,350.988.087.351.279,39.413.291.539.842.600,-13.36,-19.66,-5.32
DS3,921.0,5.67,0.6,6.211.933.328.724.080,1.058.285.122.218.910,72.86,23378.63,15.56
DSC,863.0,19.46,1.43,30.526.760.325.604.900,7.362.542.751.390.830,14.75,17.6,40.5
DSD,289.0,57.07,1.32,15.548.266.468.239.100,19.411.368.409.980.700,-1.79,-14.77,15.08
DSE,551.0,48.11,2.17,17.088.118.573.382.800,45.106.610.049.203.600,13.0,1.95,42.86
DSG,-622.0,-7.4,-38.31,-1.816.326.348.318.610,0.0,-1.43,-0.21,-14.04
DSN,7671.0,7.17,2.1,2.474.684.945.377.310,292.782.474.386.287,-12.57,-15.19,7.98
DSP,-176.0,-85.63,1.94,-21.290.573.191.276.300,-2.264.144.278.268.280,-8.55,-273.29,-1.61
DSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DST,69.0,81.49,0.45,5.523.295.041.387.620,5.545.196.343.816.890,-1.2,-49.92,-5.1
DSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTA,98.0,40.43,0.35,28.028.449.048.107.500,8.688.280.366.042.210,41.08,0.41,-10.52
DTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTC,-3710.0,-1.3,3.61,-18.736.378.428.013.300,-27.760.117.761.673.100,-21.96,-183.79,-24.71
DTD,2298.0,11.8,1.18,7.939.055.127.275.060,1.331.637.363.588.480,-37.0,-48.34,1.36
DTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTG,3120.0,07.05,0.98,6.869.149.990.560.130,12.435.550.181.890.400,-2.27,-11.14,9.87
DTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTI,13.0,168.8,0.22,6.590.700.694.827.700,129.524.350.551.373,97.56,-63.97,-12.82
DTK,1018.0,13.61,1.11,4.436.937.090.716.710,8.097.089.280.954.560,8.53,0.8,-5.7
DTL,34.0,296.73,0.81,9.551.150.722.149.080,2.738.670.240.255.450,1.78,-105.56,4.76
DTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTP,14616.0,9.37,2.28,1.849.561.293.366.870,243.412.511.646.453,16.14,11.38,18.5
DTSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTT,1425.0,14.56,1.26,6.396.865.714.076.540,8.642.631.547.822.770,15.33,26.69,5.9
DTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVG,41.0,28.99,0.11,36.199.166.836.981.700,36.976.798.546.682.600,111.02,-9.6,-5.82
DVM,1305.0,6.0,0.45,30.377.279.420.375.100,673.482.375.067.525,6.63,-10.86,6.78
DVN,1828.0,13.73,1.74,7.691.068.452.408.450,1.422.746.246.322.580,-1.1,2.6,4.12
DVP,8406.0,9.76,2.2,20.512.152.624.350.700,22.581.523.862.928.900,26.43,43.64,0.21
DVSC,430.0,0.0,0.0,43.125.584.972.565.200,4.375.623.747.393.110,-35.58,-19.47,5.37
DVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWC,1560.0,8.97,1.22,61.090.710.409.611.100,13.625.528.213.068.100,26.19,40.82,4.48
DWS,1908.0,6.45,0.86,463.365.609.540.515,13.368.568.781.991.700,7.87,10.88,-0.44
DX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXG,356.0,43.89,0.74,15.589.325.463.305.600,2.987.716.195.607.280,27.07,33.59,1.22
DXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXP,908.0,12.83,0.81,5.374.413.381.412.770,6.278.910.345.266.490,66.0,29.02,2.33
DXS,243.0,29.64,0.5,1.665.458.224.519.700,30.350.662.500.064.500,18.93,62.9,-1.9
DXV,-574.0,-6.62,0.39,-45.638.763.375.579.500,-5.871.140.041.498.070,4.71,-12.62,-5.0
DZM,-162.0,-17.94,-2.08,-1.531.134.171.286.440,0.0,-14.24,13.06,-13.7
E12,119.0,50.53,0.61,18.131.186.705.611.800,12.002.726.390.480.200,113.28,119.1,9.7
E29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBS,1714.0,6.36,0.69,9.443.857.414.051.990,10.929.175.808.806.800,-8.87,01.07,-0.55
ECC,232.0,0.0,0.0,2.630.156.297.336.070,2.644.752.213.110.040,1992.73,296.81,2.95
ECI,-487.0,-40.84,01.03,-9.919.029.073.821.190,-13.898.283.387.072.800,-79.4,-82.9,-6.73
ECO,698.0,22.21,1.38,40.572.782.788.641.300,6.222.905.182.437.370,64.19,25.32,30.24
EFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIB,1875.0,10.29,1.43,13.875.096.273.274.900,13.254.512.875.723.000,0.0,0.0,19.04
EIC,1393.0,15.65,02.04,12.057.021.929.937.400,13.050.263.285.751.800,37.16,37.65,-3.06
EID,5012.0,5.35,0.87,11.332.195.232.858.900,16.447.207.652.238.800,7.52,1.23,05.04
EIN,-458.0,-5.24,0.29,-17.243.575.527.335.600,-54.404.649.112.177.800,50.32,136.32,-1.67
ELC,1162.0,23.15,1.79,5.078.123.622.947.000,8.088.358.559.036.840,-18.36,27.0,9.37
EMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMS,3132.0,8.78,1.83,8.779.107.956.576.510,20.794.856.429.390.700,2.84,-6.72,10.84
EPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPH,2684.0,5.96,0.98,10.558.090.199.823.500,1.638.380.908.430.640,-5.58,-13.05,-1.68
EVE,-751.0,-13.78,0.46,-23.687.327.142.379.300,-32.128.696.734.719.400,-5.8,-7.17,-5.21
EVF,784.0,11.6,0.77,9.409.992.298.303.980,6.226.382.751.198.260,0.0,0.0,21.08
EVG,189.0,32.95,0.47,8.779.985.405.203.220,150.749.184.306.057,9.4,21.89,36.09
EVS,104.0,54.69,0.48,6.962.842.796.178.250,873.010.992.984.858,-34.31,-13.08,4.69
FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCM,34.0,98.9,0.29,15.912.427.810.880.700,18.788.518.153.113.200,2.2,-11.99,-21.77
FCN,60.0,245.03,0.68,31.102.397.796.740.400,8.961.106.388.755.470,17.19,-8.86,13.08
FCS,-50.0,-147.25,3.58,-2.062.158.936.072.430,-24.338.808.338.667.200,0.29,1.27,-0.35
FDC,131.0,128.95,1.45,6.165.707.437.393.680,11.230.454.038.813.600,54.16,49.47,22.66
FDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGL,-1248.0,-8.09,6.15,-1.554.275.232.152.250,-7.665.885.393.960.430,39.46,3200.11,-21.55
FHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHS,4493.0,7.57,1.95,38.533.482.231.323.400,26.004.384.809.276.800,2.42,6.15,5.47
FIC,694.0,21.19,1.2,3.250.977.560.471.470,5.711.015.574.032.550,3.3,-16.12,-0.06
FID,508.0,2.95,0.13,53.088.435.344.683.300,60.940.195.674.855.200,-33.25,14.17,06.08
FIR,10.0,609.63,0.5,4.555.702.560.290.480,8.223.277.637.378.520,-26.7,-24.15,-4.53
FIT,351.0,12.03,0.24,22.781.744.954.904.400,29.710.677.611.352.400,11.91,12.79,0.34
FLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMC,4675.0,10.05,1.25,11.195.456.062.588.700,17.138.385.327.417.000,35.88,52.49,12.48
FOC,7211.0,11.3,1.85,13.564.290.199.243.500,16.324.884.035.325.400,13.64,19.24,8.16
FOX,5692.0,17.04,4.49,12.037.390.370.428.700,268.740.850.349.159,11.42,14.47,18.01
FPC,-574.0,0.0,-0.15,-23.635.633.619.824.100,0.0,-16.81,-5.32,5.82
FPT,5698.0,26.76,6.27,1.308.103.725.464.240,2.631.554.831.902.240,19.44,17.13,19.46
FRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRT,2331.0,79.64,11.93,2.579.582.076.057.620,19.266.486.933.144.000,25.92,46.91,20.87
FSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTM,-2546.0,-0.31,-0.05,-19.906.402.634.791.900,0.0,4.46,-81.29,-18.27
FTS,2094.0,20.18,3.13,5.812.940.648.650.990,1.377.663.310.664.510,21.56,20.64,18.52
G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G36,259.0,25.53,0.61,5.978.702.512.506.880,24.093.601.959.455.800,4.15,4.72,-3.67
GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,4502.0,15.13,2.59,1.293.156.629.548.980,17.199.852.852.503.000,15.13,4.31,-6.68
GBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCF,2283.0,10.47,1.71,9.892.573.166.603.710,15.385.317.336.437.900,21.89,50.24,-0.64
GDA,2981.0,9.19,0.82,26.413.961.711.385.100,8.958.321.363.788.240,9.76,28.34,12.1
GDT,2554.0,10.61,2.14,10.666.993.549.584.600,18.544.116.486.214.000,7.94,48.74,27.05
GDW,4199.0,7.12,1.51,13.554.441.405.162.300,2.118.801.736.165.880,2.9,0.19,-3.96
GE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEE,5295.0,6.48,1.48,13.468.272.456.569.700,24.660.137.996.482.500,27.23,51.24,-7.22
GEG,272.0,36.24,0.75,6.068.493.463.299.120,1.597.582.071.003.430,7.48,-4.26,-5.95
GER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEX,1901.0,10.05,0.71,49.567.521.424.768.500,11.467.802.828.254.700,12.54,22.81,-2.31
GFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGG,-620.0,-3.06,-1.12,-5.184.258.508.362.070,0.0,846.34,-192.33,-25.01
GGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHC,3808.0,7.35,1.29,121.522.434.664.383,17.573.880.338.170.900,-3.28,-6.04,-0.22
GIC,1340.0,11.72,0.79,6.139.814.572.034.700,6.700.214.183.385.860,-7.51,-6.53,-1.1
GIL,352.0,59.26,0.83,8.466.294.610.287.270,10.774.251.832.238.200,-24.08,139.33,-2.93
GKM,163.0,28.86,0.43,11.054.397.281.810.000,14.991.425.974.908.200,-62.5,-95.52,6.97
GLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLS,24.0,0.0,0.0,4.729.607.161.310.690,48.232.551.131.830.300,37.46,63.76,-13.29
GLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLW,687.0,20.09,1.25,59.721.136.628.832.600,6.247.750.160.059.250,22.35,86.35,6.28
GMA,873.0,74.09,2.69,12.622.514.325.060.000,3.942.798.443.277,1.79,09.04,12.27
GMC,-552.0,-11.77,0.57,-4.711.933.683.356.990,-4.822.004.367.150.110,-89.67,-83.39,-7.81
GMD,4656.0,14.0,1.96,10.591.871.433.965.000,13.851.248.571.643.000,25.65,21.58,32.77
GMH,371.0,20.81,0.71,3.275.653.514.285.080,3.433.696.611.312.440,-22.46,-32.72,-5.4
GMX,1846.0,9.75,1.39,1.040.666.515.999.550,142.395.024.788.461,-14.77,-17.82,-4.48
GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
